Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,has_exact_synonym,has_obo_format_version,has_related_synonym,has_synonym_type,http://data.bioontology.org/metadata/prefixIRI,http://neuromorpho.org/ontologies/1/vertebrateH.owl#hasHook,http://purl.obolibrary.org/obo/property_value,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#xref,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2004/02/skos/core#notation,rdf:type
http://purl.obolibrary.org/obo/NCBITaxon_145453,Calliphora stygia,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_7372,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:145453,,http://www.w3.org/2002/07/owl#Class,Calliphora stygia,,NCBITaxon:145453,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1289,3xTgAD,,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,3xTgAD,,,
http://purl.obolibrary.org/obo/NCBITaxon_643252,Justitia vericeli,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_198235,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:643252,,http://www.w3.org/2002/07/owl#Class,Justitia vericeli,,NCBITaxon:643252,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_700,cross,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_148,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,cross,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1382,Epilepsy + left hippocampal sclerosis + dysgenesis,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1382,,,,,http://www.w3.org/2002/07/owl#Class,Epilepsy + left hippocampal sclerosis + dysgenesis,,,
http://purl.obolibrary.org/obo/RS_0001283,F344-Slc24a3Tn(sb-T2/Bart3)2.188Mcwi,RGD ID: 2290083,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,RGD ID: 2290083,,,,,RS:0001283,,http://www.w3.org/2002/07/owl#Class,F344-Slc24a3Tn(sb-T2/Bart3)2.188Mcwi,,RS:0001283,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_138,neurogliaform,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_136,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,neurogliaform,,,
http://purl.obolibrary.org/obo/NCBITaxon_6732,Palinurus,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6731,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:6732,,http://www.w3.org/2002/07/owl#Class,Palinurus,,NCBITaxon:6732,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_256,Middle cerebral artery occlusion,MCAO,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,MCAO,,,,NMOOt_256,,,,,http://www.w3.org/2002/07/owl#Class,Middle cerebral artery occlusion,,,
http://purl.obolibrary.org/obo/NCBITaxon_95461,Jasus edwardsii,"red rock lobster|jasus edwarsii|jasus edwardsii (hutton, 1875)",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_95460,,red rock lobster,,"jasus edwarsii|jasus edwardsii (hutton, 1875)",,,,has_rank NCBITaxon:species,NCBITaxon:95461,,http://www.w3.org/2002/07/owl#Class,Jasus edwardsii,,NCBITaxon:95461,
http://purl.obolibrary.org/obo/NCBITaxon_254766,Orthetrum albistylum,"orthetrum albistylum selys, 1848",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_126255,,,,"orthetrum albistylum selys, 1848",,,,has_rank NCBITaxon:species,NCBITaxon:254766,,http://www.w3.org/2002/07/owl#Class,Orthetrum albistylum,,NCBITaxon:254766,
http://purl.obolibrary.org/obo/NCBITaxon_410885,Sympetrum darwinianum,"sympetrum darwinianum (selys, 1883)|diplax sinensis",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6968,,,,"sympetrum darwinianum (selys, 1883)|diplax sinensis",,,,has_rank NCBITaxon:species,NCBITaxon:410885,,http://www.w3.org/2002/07/owl#Class,Sympetrum darwinianum,,NCBITaxon:410885,
http://neuromorpho.org/ontologies/1/functionalH.owl#NMOCt_375,touch receptor,,,false,,,http://neuromorpho.org/ontologies/1/functionalH.owl#NMOCt_374,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,touch receptor,,,
http://purl.obolibrary.org/obo/NCBITaxon_8356,Xenopous laevis,clawed frog,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_8353,GC_ID:1,clawed frog,,,,,,,NCBITaxon:8355,,http://www.w3.org/2002/07/owl#Class,Xenopous laevis,,NCBITaxon:8355,
http://purl.obolibrary.org/obo/NCBITaxon_6968,Sympetrum,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6964,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:6968,,http://www.w3.org/2002/07/owl#Class,Sympetrum,,NCBITaxon:6968,
http://neuromorpho.org/ontologies/1/gyrisulciH.owl#NMOBr_483,precentral gyrus,precentral gyri,,false,,,http://neuromorpho.org/ontologies/1/gyrisulciH.owl#NMOBr_477|http://neuromorpho.org/ontologies/1/brodmannH.owl#NMOBr_477|http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_477,,precentral gyri,,,,,,,,,http://www.w3.org/2002/07/owl#Class,precentral gyrus,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_141,suprapyramidal blade,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_402,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,suprapyramidal blade,,,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_374,median dorsal tract 4,,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_370,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,median dorsal tract 4,,,
http://purl.obolibrary.org/obo/NCBITaxon_314295,Hominoidea,ape|apes,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_9526,,ape|apes,,,,,,,NCBITaxon:314295,,http://www.w3.org/2002/07/owl#Class,Hominoidea,,NCBITaxon:314295,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1251,GPR158 Knockout,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1251,,,,,http://www.w3.org/2002/07/owl#Class,GPR158 Knockout,,,
http://purl.obolibrary.org/obo/RS_0002275,WST.F344-Kmch/Kyo,RGD ID: 2314935|W.F344-Kmch/Kyo|NBRP Rat No: 0468|Wistar/ST-Komachi,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,RGD ID: 2314935|W.F344-Kmch/Kyo|NBRP Rat No: 0468|Wistar/ST-Komachi,,,,,RS:0002275,,http://www.w3.org/2002/07/owl#Class,WST.F344-Kmch/Kyo,,RS:0002275,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1291,Wildtype,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_8356,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Wildtype,,,
http://purl.obolibrary.org/obo/NCBITaxon_507868,Stylogomphus shirizui,"stylogomphus shirozui asahina, 1966",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_507866,,,,"stylogomphus shirozui asahina, 1966",,,,has_rank NCBITaxon:species,NCBITaxon:507868,,http://www.w3.org/2002/07/owl#Class,Stylogomphus shirizui,,NCBITaxon:507868,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_582,paratroch,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,circuitH:principal cell,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,paratroch,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_739,siNegr1,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_739,,,,,http://www.w3.org/2002/07/owl#Class,siNegr1,,,
http://purl.obolibrary.org/obo/RS_0001244,F344-BI285226Tn(sb-T2/Bart3)2.194Mcwi,RGD ID: 2290079,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,RGD ID: 2290079,,,,,RS:0001244,,http://www.w3.org/2002/07/owl#Class,F344-BI285226Tn(sb-T2/Bart3)2.194Mcwi,,RS:0001244,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_705,mnr-1,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_705,,,,,http://www.w3.org/2002/07/owl#Class,mnr-1,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_133,anterior cingulate,anterior cingulate area,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_132,http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=161|NMOSp:homo sapiens,anterior cingulate area,,,,,,,,,http://www.w3.org/2002/07/owl#Class,anterior cingulate,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_473,Rainnie,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Rainnie,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_273,central nervous system,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_100,http://braininfo.rprc.washington.edu/CentralDirectory.aspx?ID=854,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,central nervous system,,,
http://purl.obolibrary.org/obo/RS_0000304,F344.HTX-(D11Rat4-D11Arb4)/Hcj,RGD ID: 1358991|F344.H-Tx C11,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,RGD ID: 1358991|F344.H-Tx C11,,,,,RS:0000304,,http://www.w3.org/2002/07/owl#Class,F344.HTX-(D11Rat4-D11Arb4)/Hcj,,RS:0000304,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1170,Reeler (rlr),,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Reeler (rlr),,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1277,shX1 + X1,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1277,,,,,http://www.w3.org/2002/07/owl#Class,shX1 + X1,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_110,amphid,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,vertebrateH:somatic nervous system,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,amphid,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_224,facial nucleus,nucleus nervi facialis|facial motor nucleus|nucleus facialis,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_222,,nucleus nervi facialis|facial motor nucleus|nucleus facialis,,,,,,,,,http://www.w3.org/2002/07/owl#Class,facial nucleus,,,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_341,antennal lobe glomerulus,,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_304,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,antennal lobe glomerulus,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_387,A02o,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,A02o,,,
http://purl.obolibrary.org/obo/NCBITaxon_447893,Bradinopyga,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6964,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:447893,,http://www.w3.org/2002/07/owl#Class,Bradinopyga,,NCBITaxon:447893,
http://purl.obolibrary.org/obo/RS_0000213,DA.F344-(D4Arb30-D4Arb4)/Arb,RGD ID: 1299878|DA.F344(Cia3),,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,RGD ID: 1299878|DA.F344(Cia3),,,,,RS:0000213,,http://www.w3.org/2002/07/owl#Class,DA.F344-(D4Arb30-D4Arb4)/Arb,,RS:0000213,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_115,primary motor,primary motor cortex|M1,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_114,http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=1910,primary motor cortex|M1,,,,,,,,,http://www.w3.org/2002/07/owl#Class,primary motor,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_409,Nordman,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Nordman,,,
http://purl.obolibrary.org/obo/NCBITaxon_328333,Testudo horsfieldii rustamovi,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_101699,,,,,,,,,NCBITaxon:328333,,http://www.w3.org/2002/07/owl#Class,Testudo horsfieldii rustamovi,,NCBITaxon:328333,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_238,L2,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_237,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,L2,,,
http://purl.obolibrary.org/obo/NCBITaxon_367294,Calliphora loewi,"calliphora loewi enderlein, 1903",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_7372,,,,"calliphora loewi enderlein, 1903",,,,has_rank NCBITaxon:species,NCBITaxon:367294,,http://www.w3.org/2002/07/owl#Class,Calliphora loewi,,NCBITaxon:367294,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_FBtp0020131,dTrpA1-Gal4,trpA1-Gal4|P{TrpA1-GAL4.R}|TrpA1-GAL4|dTrpA1-Gal4|trpA1-GAL4,,false,,,http://purl.obolibrary.org/obo/FBcv_0000607,,trpA1-Gal4|P{TrpA1-GAL4.R}|TrpA1-GAL4|dTrpA1-Gal4|trpA1-GAL4,,,,,,,NMOSp_FBtp0020131,,http://www.w3.org/2002/07/owl#Class,dTrpA1-Gal4,,NMOSp_FBtp0020131,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1188,B6.129S4-Pten /J homozygous,,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,B6.129S4-Pten /J homozygous,,,
http://purl.obolibrary.org/obo/NCBITaxon_447882,Trithemis dorsalis,"trithemis dorsalis (rambur, 1842)|libellula dorsalis",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_342752,,,,"trithemis dorsalis (rambur, 1842)|libellula dorsalis",,,,has_rank NCBITaxon:species,NCBITaxon:447882,,http://www.w3.org/2002/07/owl#Class,Trithemis dorsalis,,NCBITaxon:447882,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_350,Fyffe,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Fyffe,,,
http://purl.obolibrary.org/obo/NCBITaxon_342743,Anax parthenope julius,"anax julius|anax parthenope julius (brauer, 1865)",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_126066,,,,"anax julius|anax parthenope julius (brauer, 1865)",,,,,NCBITaxon:342743,,http://www.w3.org/2002/07/owl#Class,Anax parthenope julius,,NCBITaxon:342743,
http://purl.obolibrary.org/obo/NCBITaxon_213672,Leucorrhinia frigida,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_197165,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:213672,,http://www.w3.org/2002/07/owl#Class,Leucorrhinia frigida,,NCBITaxon:213672,
http://purl.obolibrary.org/obo/NCBITaxon_451500,Rhodothemis,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6964,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:451500,,http://www.w3.org/2002/07/owl#Class,Rhodothemis,,NCBITaxon:451500,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_271,Tm-type unknown-1,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_270,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Tm-type unknown-1,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_765,Cisplatin,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_765,,,,,http://www.w3.org/2002/07/owl#Class,Cisplatin,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_728,multistratified,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_338|http://neuromorpho.org/ontologies/1/ganglionH.owl#NMOCt_338,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,multistratified,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_265,head ganglion,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_445|http://neuromorpho.org/ontologies/1/celeganH.owl#NMOBr_445,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,head ganglion,,,
http://purl.obolibrary.org/obo/RS_0001612,F344-Kcnip4Tn(sb-T2/Bart3)2.225Mcwi,RGD ID: 2299126,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,RGD ID: 2299126,,,,,RS:0001612,,http://www.w3.org/2002/07/owl#Class,F344-Kcnip4Tn(sb-T2/Bart3)2.225Mcwi,,RS:0001612,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_348,lateral triangle,bulb,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_347,,bulb,,,,,,,,,http://www.w3.org/2002/07/owl#Class,lateral triangle,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_417,TePn04,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,TePn04,,,
http://purl.obolibrary.org/obo/NCBITaxon_411014,Polycanthagyna,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_50509,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:411014,,http://www.w3.org/2002/07/owl#Class,Polycanthagyna,,NCBITaxon:411014,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_156,pars principalis,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_154,mainolfactorybulbLH:deep layer,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,pars principalis,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_835,Caudal third,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_833,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Caudal third,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_460,Yuste,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Yuste,,,
http://purl.obolibrary.org/obo/NCBITaxon_357793,Justitia japonica,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_198235,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:357793,,http://www.w3.org/2002/07/owl#Class,Justitia japonica,,NCBITaxon:357793,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_122,primary somatosensory,primary somatosensory cortex|S1,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_121,,primary somatosensory cortex|S1,,,,,,,,,http://www.w3.org/2002/07/owl#Class,primary somatosensory,,,
http://purl.obolibrary.org/obo/NCBITaxon_186285,Drosophiliti,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_46879,,,,,,,,,NCBITaxon:186285,,http://www.w3.org/2002/07/owl#Class,Drosophiliti,,NCBITaxon:186285,
http://purl.obolibrary.org/obo/NCBITaxon_488040,Anax ephippiger,"anax ephippiger (burmeister, 1839)|aeschna ephippigera",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_39259,,,,"anax ephippiger (burmeister, 1839)|aeschna ephippigera",,,,has_rank NCBITaxon:species,NCBITaxon:488040,,http://www.w3.org/2002/07/owl#Class,Anax ephippiger,,NCBITaxon:488040,
http://purl.obolibrary.org/obo/NCBITaxon_7002,Acrididae,short-horned grasshoppers,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_92621,,short-horned grasshoppers,,,,,,,NCBITaxon:7002,,http://www.w3.org/2002/07/owl#Class,Acrididae,,NCBITaxon:7002,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_203,Kynurenic acid,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_203,,,,,http://www.w3.org/2002/07/owl#Class,Kynurenic acid,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1109,crmp-/-,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1109,,,,,http://www.w3.org/2002/07/owl#Class,crmp-/-,,,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1001,BC57 Black,bc57|bC57 black mouse,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_477815,NMODB:3.15_sr,bc57|bC57 black mouse,,,,,,,NMOSp_1001,http://purl.obolibrary.org/obo/NMODB#_3.15_sr,http://www.w3.org/2002/07/owl#Class,BC57 Black,,NMOSp_1001,
http://purl.obolibrary.org/obo/NCBITaxon_451502,Trithetrum,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6964,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:451502,,http://www.w3.org/2002/07/owl#Class,Trithetrum,,NCBITaxon:451502,
http://purl.obolibrary.org/obo/NCBITaxon_213674,Leucorrhinia hudsonica,libellula hudsonica,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_197165,,,,libellula hudsonica,,,,has_rank NCBITaxon:species,NCBITaxon:213674,,http://www.w3.org/2002/07/owl#Class,Leucorrhinia hudsonica,,NCBITaxon:213674,
http://purl.obolibrary.org/obo/NCBITaxon_70393,Libellula jesseana,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6965,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:70393,,http://www.w3.org/2002/07/owl#Class,Libellula jesseana,,NCBITaxon:70393,
http://neuromorpho.org/ontologies/1/spinalH.owl#NMOBr_431,spinal cord_greymatter,spinal cord,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_273,NMOSp:bilateria,spinal cord,,,,,,,,,http://www.w3.org/2002/07/owl#Class,spinal cord_greymatter,,,
http://purl.obolibrary.org/obo/NCBITaxon_367296,Calliphora pattoni,"calliphora pattoni aubertin, 1931",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_7372,,,,"calliphora pattoni aubertin, 1931",,,,has_rank NCBITaxon:species,NCBITaxon:367296,,http://www.w3.org/2002/07/owl#Class,Calliphora pattoni,,NCBITaxon:367296,
http://purl.obolibrary.org/obo/RS_0001993,F344.ZUC-Leprfa(D7Rat16-D7Mgh20)/Tj,Nidd1/of|NBRP Rat No: 0179|F344.Cg-Leprfa(D7Rat16-D7Mgh20)/Tj|RGD ID: 2304046,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,Nidd1/of|NBRP Rat No: 0179|F344.Cg-Leprfa(D7Rat16-D7Mgh20)/Tj|RGD ID: 2304046,,,,,RS:0001993,,http://www.w3.org/2002/07/owl#Class,F344.ZUC-Leprfa(D7Rat16-D7Mgh20)/Tj,,RS:0001993,
http://neuromorpho.org/ontologies/1/gyrisulciH.owl#NMOBr_479,inferior frontal gyrus,,,false,,,http://neuromorpho.org/ontologies/1/gyrisulciH.owl#NMOBr_477|http://neuromorpho.org/ontologies/1/brodmannH.owl#NMOBr_477|http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_477,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,inferior frontal gyrus,,,
http://purl.obolibrary.org/obo/NCBITaxon_226137,Lucilia mexicana,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_7374,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:226137,,http://www.w3.org/2002/07/owl#Class,Lucilia mexicana,,NCBITaxon:226137,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_187,Purkinje,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,cerebellum,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Purkinje,,,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1293,Clam worm,,,false,,,http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1000000000000,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Clam worm,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1368,co-expression of cut and Atg7 RNAi,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1368,,,,,http://www.w3.org/2002/07/owl#Class,co-expression of cut and Atg7 RNAi,,,
http://purl.obolibrary.org/obo/NCBITaxon_507809,Aeshna affinis,"aeshna affinis vander linden, 1820",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_12920,,,,"aeshna affinis vander linden, 1820",,,,has_rank NCBITaxon:species,NCBITaxon:507809,,http://www.w3.org/2002/07/owl#Class,Aeshna affinis,,NCBITaxon:507809,
http://purl.obolibrary.org/obo/NCBITaxon_451471,Erythemis collocata,"erythemis collocata (hagen, 1861)|mesothemis collocata",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_70378,,,,"erythemis collocata (hagen, 1861)|mesothemis collocata",,,,has_rank NCBITaxon:species,NCBITaxon:451471,,http://www.w3.org/2002/07/owl#Class,Erythemis collocata,,NCBITaxon:451471,
http://purl.obolibrary.org/obo/NCBITaxon_338152,Felinae,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_9681,,,,,,,,,NCBITaxon:338152,,http://www.w3.org/2002/07/owl#Class,Felinae,,NCBITaxon:338152,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_360,abdomen,,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_358,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,abdomen,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1237,CREB Overexpression + Mecp2 V247fs mutation,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1237,,,,,http://www.w3.org/2002/07/owl#Class,CREB Overexpression + Mecp2 V247fs mutation,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_387,Lu_Lichtman,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Lu_Lichtman,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_321,Burke,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Burke,,,
http://purl.obolibrary.org/obo/NCBITaxon_71167,Geotria,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_7746,,,,,,,,,NCBITaxon:71167,,http://www.w3.org/2002/07/owl#Class,Geotria,,NCBITaxon:71167,
